	markdown_path	ds	markdown_snippet	snippet_type
95	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: NG Events LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
96	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Malka Dumbo LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
97	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTION
Business Name: Mad City Canna LLC
Application Type: Cannabis Retail License"	Business Application
98	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: St. James Selections
Application Type: Liquor, Wine, Beer & Cider"	Business Application
99	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Malka Dumbo LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
100	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: El Gallo Taqueria
Application Type: Liquor, Wine, Beer & Cider"	Business Application
101	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Kofee
Application Type: Wine, Beer & Cider"	Business Application
102	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTION
Business Name: Elevate Point
Application Type: Behavioral Health Outpatient Program Application"	Business Application
103	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Next Stop Vegan
Application Type: Wine, Beer & Cider"	Business Application
104	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Spice Grill
Application Type: Wine, Beer & Cider"	Business Application
105	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Ai Dining
Application Type: Liquor, Wine, Beer & Cider"	Business Application
106	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Xochitl Taqueria
Application Type: Liquor, Wine, Beer & Cider"	Business Application
107	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	"Application Name: Eligible for Automatic Waiver of Local Review by District office
Business Name: Discovery NY
Application Type: Liquor, Wine, Beer & Cider"	Business Application
108	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTION
Business Name: High of Brooklyn, LLC
Application Type: Cannabis Retail License"	Business Application
109	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Double Walker Beer LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
110	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Le Petit Monstre
Application Type: Liquor, Wine, Beer & Cider"	Business Application
111	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Wildblume
Application Type: Liquor, Wine, Beer & Cider"	Business Application
112	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Wildblume
Application Type: Wine, Beer & Cider"	Business Application
113	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Sailor
Application Type: Alteration"	Business Application
114	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Marlinspike Hall LLC
Application Type: Wine, Beer & Cider"	Business Application
115	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Pearl Street
Application Type: Wine, Beer & Cider"	Business Application
116	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Little Pizza Parlor
Application Type: SDWLK"	Business Application
117	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Swamp Kitty LLC
Application Type: Liquor, Wine, Beer & Cider"	Business Application
118	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Ace Brooklyn
Application Type: Liquor, Wine, Beer & Cider"	Business Application
119	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Shell's Loft
Application Type: Liquor, Wine, Beer & Cider"	Business Application
120	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Cafe Gitane
Application Type: CHANGE"	Business Application
121	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Enerugi Ramen
Application Type: Wine, Beer & Cider"	Business Application
122	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Heretic
Application Type: Wine, Beer & Cider"	Business Application
123	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Floyd
Application Type: WBC + LWBC"	Business Application
124	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Brooklyn Farm/Binc
Application Type: SDWLK"	Business Application
125	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Someday Bar NYC
Application Type: SDWLK"	Business Application
126	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Grand Army
Application Type: SDWLK"	Business Application
127	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Khaosan
Application Type: Wine, Beer & Cider"	Business Application
128	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: 957 Myrtle Broadway
Application Type: Liquor, Wine, Beer & Cider"	Business Application
129	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Juliana's
Application Type: CHANGE + SDWLK"	Business Application
130	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Alamo Drafthouse
Application Type: Liquor, Wine, Beer & Cider"	Business Application
131	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: El Gallo Taqueria
Application Type: Liquor, Wine, Beer & Cider"	Business Application
132	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Golden Ratio
Application Type: Liquor, Wine, Beer & Cider"	Business Application
133	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: New Amsterdam Dumbo
Application Type: Cannabis Retail License"	Business Application
134	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: The Brooklyn Bazaar
Application Type: Cannabis Retail License"	Business Application
135	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Vine
Application Type: RDWY"	Business Application
136	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Brooklyn Express
Application Type: Liquor, Wine, Beer & Cider"	Business Application
137	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Patsy's Pizzeria
Application Type: Liquor, Wine, Beer & Cider"	Business Application
138	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Oma Grasa
Application Type: CLASS"	Business Application
139	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Wei's
Application Type: CLASS"	Business Application
140	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Grand Canyon Rest.
Application Type: Liquor, Wine, Beer & Cider"	Business Application
141	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: DTV Enterprises
Application Type: Cannabis Retail License"	Business Application
142	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Cannabist
Application Type: Cannabis Retail License"	Business Application
143	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Green World 374
Application Type: Cannabis Retail License"	Business Application
144	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Kings County Catalyst
Application Type: Cannabis Retail License"	Business Application
145	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: R and R Remedies
Application Type: Cannabis Retail License"	Business Application
146	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: The Higher Path
Application Type: Cannabis Retail License"	Business Application
147	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Picasso Labs
Application Type: Cannabis Retail License"	Business Application
148	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Zenbud
Application Type: Cannabis Retail License"	Business Application
149	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Xander Legacy
Application Type: Cannabis Retail License"	Business Application
150	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Hop Stock & Barrel IV
Application Type: Cannabis Retail License"	Business Application
151	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Deity II
Application Type: Liquor License Application"	Business Application
152	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Lady Wortley LLC
Application Type: Liquor License Application"	Business Application
153	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: 20 Jay St Wine
Application Type: Liquor License Application"	Business Application
154	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Locanda Vini & Olii
Application Type: RDWY"	Business Application
155	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Putnam's
Application Type: SDWLK"	Business Application
156	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Bar Tabac
Application Type: SDWLK"	Business Application
157	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Talea Beer
Application Type: SDWLK & RDWY"	Business Application
158	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Evelina
Application Type: SDWLK & RDWY"	Business Application
159	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Piccola Cucina
Application Type: SDWLK & RDWY"	Business Application
160	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Fritz
Application Type: OPS"	Business Application
161	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Third Falcon
Application Type: CLASS"	Business Application
162	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Pirate Ship Hosp.
Application Type: Liquor, Wine, Beer & Cider"	Business Application
163	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: BKNY Restaurant
Application Type: Liquor, Wine, Beer & Cider"	Business Application
164	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: BKNY Vessels
Application Type: Liquor, Wine, Beer & Cider"	Business Application
165	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Winner @ Alloy
Application Type: Liquor, Wine, Beer & Cider"	Business Application
166	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Henry's End
Application Type: Alteration"	Business Application
167	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Time Out Market
Application Type: CORP"	Business Application
168	agenda_markdowns/2025_05_06_HESS_agenda.md	2025-05-06	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Time Out 5th Flr
Application Type: CORP"	Business Application
169	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: City Vineyard LLC
Application Type: NY State Liquor License Applications"	Business Application
170	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Taylormade
Application Type: NY State Liquor License Applications"	Business Application
171	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Liquor License Applications
Business Name: Maya Congee
Application Type: NY State Liquor License Applications"	Business Application
172	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: GMDSS LLC. ('The Travel Agency')
Application Type: Cannabis Retail License"	Business Application
173	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Ramon Reyes LLC
Application Type: Cannabis Retail License"	Business Application
174	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Astro Management
Application Type: Cannabis Retail License"	Business Application
175	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Cassandra Taylor
Application Type: Cannabis Retail License"	Business Application
176	agenda_markdowns/2023_11_01_HESS_agenda.md	2023-11-01	"Application Name: PUBLIC REVIEW: NY State Cannabis Retail License Applications
Business Name: Plantbase
Application Type: Cannabis Retail License"	Business Application
177	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: The Brooklyn Bazaar
Application Type: Cannabis Retail License"	Business Application
178	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Green Heights
Application Type: Cannabis Retail License"	Business Application
179	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Whitstone LLC
Application Type: Cannabis Retail License"	Business Application
180	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Mariscos El Submarino
Application Type: Liquor, Wine, Beer & Cider"	Business Application
181	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Taqueria Green Valley
Application Type: Liquor, Wine, Beer & Cider"	Business Application
182	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: The Tillary Hotel
Application Type: Alteration"	Business Application
183	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Sailor
Application Type: SDWLK & RDWY"	Business Application
184	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Rhodora Wine Bar
Application Type: SDWLK & RDWY"	Business Application
185	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Rucola
Application Type: SDWLK & RDWY"	Business Application
186	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Table 87
Application Type: SDWLK & RDWY"	Business Application
187	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Café Paulette
Application Type: SDWLK & RDWY"	Business Application
188	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Petit Paulette
Application Type: RDWY"	Business Application
189	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Noodle Pudding
Application Type: RDWY"	Business Application
190	agenda_markdowns/2025_04_01_HESS_agenda.md	2025-04-01	"Application Name: PUBLIC REVIEW and COMMITTEE ACTIONS
Business Name: Harlem Seafood Soul
Application Type: Wine, Beer & Cider"	Business Application
